                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    501,                0.84323,                0.64449,                 0.9795,                 1.0625,                0.78418,                0.99778,                0.72968,                0.69772,                0.77806,                0.61158,                0.72154,                0.51725,                0.92908,                0.86429,                0.57029,                0.93771,              0.0050599,              0.0050599,              0.0050599
                    502,                0.84134,                0.64482,                 0.9785,                 1.0568,                 0.7844,                0.99693,                0.73658,                0.69116,                0.77784,                0.61117,                 0.7212,                0.51666,                0.92888,                0.86396,                0.56931,                0.93752,                0.00505,                0.00505,                0.00505
                    503,                0.84392,                0.65116,                0.97884,                 1.0675,                0.79469,                0.99812,                0.73772,                0.69025,                0.77845,                 0.6119,                0.72087,                0.51607,                0.92863,                0.86359,                0.56914,                0.93715,              0.0050401,              0.0050401,              0.0050401
                    504,                 0.8437,                0.64973,                0.98095,                 1.0625,                0.78786,                0.99962,                0.73744,                0.69394,                0.77928,                0.61254,                0.72057,                0.51548,                0.92845,                 0.8631,                0.56849,                0.93695,              0.0050302,              0.0050302,              0.0050302
                    505,                0.84483,                0.64401,                0.98079,                 1.0654,                0.78431,                 1.0012,                0.73327,                0.69712,                0.77918,                0.61291,                0.72036,                0.51494,                0.92827,                0.86267,                0.56799,                 0.9368,              0.0050203,              0.0050203,              0.0050203
                    506,                0.83909,                0.64239,                0.97587,                 1.0563,                0.78041,                0.99374,                0.73268,                0.69993,                 0.7794,                0.61298,                 0.7201,                0.51429,                0.92811,                0.86233,                0.56699,                0.93663,              0.0050104,              0.0050104,              0.0050104
                    507,                0.84038,                 0.6452,                0.97859,                 1.0557,                0.78194,                0.99752,                0.73273,                0.70114,                 0.7809,                0.61422,                0.71981,                0.51392,                0.92789,                0.86204,                0.56592,                0.93652,              0.0050005,              0.0050005,              0.0050005
                    508,                0.84545,                0.64583,                0.97746,                 1.0647,                0.78249,                0.99575,                0.72759,                0.70373,                0.78164,                0.61514,                0.71955,                0.51346,                0.92769,                0.86163,                0.56509,                0.93625,              0.0049906,              0.0049906,              0.0049906
                    509,                0.83981,                0.64514,                0.97915,                 1.0575,                0.77858,                0.99769,                0.72273,                0.70668,                0.78112,                0.61451,                0.71926,                  0.513,                 0.9275,                0.86089,                0.56492,                0.93582,              0.0049807,              0.0049807,              0.0049807
                    510,                0.84007,                0.64074,                 0.9758,                 1.0592,                 0.7798,                0.99417,                0.71979,                0.70944,                0.78151,                0.61483,                0.71904,                0.51253,                0.92735,                0.86069,                0.56443,                0.93567,              0.0049708,              0.0049708,              0.0049708
                    511,                0.84097,                0.64133,                0.97767,                 1.0567,                0.77826,                0.99653,                0.72249,                0.70957,                0.78228,                0.61533,                0.71872,                0.51191,                0.92716,                0.86004,                0.56416,                0.93536,              0.0049609,              0.0049609,              0.0049609
                    512,                0.84027,                0.64423,                0.97779,                 1.0582,                0.78399,                0.99656,                0.72516,                0.70776,                0.78255,                0.61556,                0.71838,                0.51139,                  0.927,                0.85955,                0.56334,                0.93514,               0.004951,               0.004951,               0.004951
                    513,                0.84548,                 0.6462,                0.97902,                 1.0648,                0.78639,                0.99773,                0.73072,                0.70785,                0.78285,                0.61613,                0.71818,                0.51091,                0.92683,                0.85943,                 0.5622,                0.93491,              0.0049411,              0.0049411,              0.0049411
                    514,                0.83884,                0.64146,                0.97663,                 1.0555,                0.78458,                0.99471,                0.73041,                0.70735,                0.78287,                0.61619,                 0.7178,                 0.5104,                0.92663,                0.85907,                0.56094,                0.93451,              0.0049312,              0.0049312,              0.0049312
                    515,                0.84072,                0.64077,                0.97681,                 1.0573,                0.77561,                0.99337,                0.73135,                0.70614,                0.78312,                0.61702,                0.71746,                0.50978,                0.92644,                0.85871,                0.56011,                0.93417,              0.0049213,              0.0049213,              0.0049213
                    516,                0.83787,                0.64265,                0.97685,                 1.0565,                0.78309,                0.99422,                0.73342,                0.70533,                0.78275,                0.61643,                0.71706,                0.50924,                0.92625,                0.85831,                0.55951,                0.93402,              0.0049114,              0.0049114,              0.0049114
                    517,                0.84175,                0.64398,                0.97766,                 1.0607,                0.78239,                0.99654,                 0.7331,                0.70592,                0.78343,                0.61696,                0.71671,                0.50881,                0.92606,                0.85781,                0.55908,                0.93375,              0.0049015,              0.0049015,              0.0049015
                    518,                0.83926,                0.64411,                0.97417,                 1.0584,                0.78422,                0.99087,                0.73197,                 0.7063,                0.78352,                0.61685,                0.71628,                0.50815,                0.92582,                0.85738,                0.55841,                0.93364,              0.0048916,              0.0048916,              0.0048916
                    519,                0.83843,                0.64013,                0.97568,                 1.0569,                0.77559,                 0.9939,                0.73231,                0.70573,                0.78394,                0.61717,                0.71606,                0.50772,                0.92566,                0.85709,                0.55793,                0.93351,              0.0048817,              0.0048817,              0.0048817
                    520,                0.84089,                0.64052,                0.97711,                 1.0613,                0.78039,                0.99504,                0.73229,                0.70588,                0.78402,                0.61762,                 0.7158,                0.50722,                0.92547,                0.85689,                0.55752,                0.93329,              0.0048718,              0.0048718,              0.0048718
                    521,                0.83796,                0.63932,                0.97627,                 1.0507,                0.77311,                0.99376,                0.73269,                 0.7061,                0.78572,                0.61913,                0.71554,                0.50679,                0.92527,                0.85642,                 0.5573,                0.93316,              0.0048619,              0.0048619,              0.0048619
                    522,                0.84068,                 0.6429,                 0.9756,                 1.0582,                 0.7829,                0.99519,                0.73269,                0.70581,                0.78575,                0.61973,                0.71518,                 0.5062,                0.92505,                0.85618,                0.55657,                 0.9331,               0.004852,               0.004852,               0.004852
                    523,                 0.8406,                0.63647,                0.97482,                 1.0609,                0.77457,                0.99539,                0.73429,                0.70585,                0.78613,                0.61997,                0.71478,                0.50568,                0.92482,                 0.8557,                0.55631,                0.93263,              0.0048421,              0.0048421,              0.0048421
                    524,                0.84072,                0.64109,                0.97609,                 1.0594,                0.77767,                0.99515,                0.73159,                0.70805,                0.78663,                0.62059,                0.71453,                0.50527,                0.92467,                 0.8558,                0.55473,                0.93264,              0.0048322,              0.0048322,              0.0048322
                    525,                 0.8373,                0.63497,                0.97359,                 1.0564,                0.77392,                0.99244,                0.73261,                0.70728,                0.78641,                0.61808,                0.71418,                0.50475,                0.92446,                0.85556,                0.55336,                0.93255,              0.0048223,              0.0048223,              0.0048223
                    526,                0.83892,                0.63691,                0.97531,                 1.0577,                 0.7736,                0.99385,                0.73159,                0.70638,                0.78584,                0.61849,                0.71381,                 0.5041,                0.92425,                0.85555,                0.55241,                0.93228,              0.0048124,              0.0048124,              0.0048124
                    527,                0.83934,                0.63665,                0.97577,                 1.0584,                0.76819,                0.99351,                0.73266,                0.70906,                0.78601,                0.61938,                0.71355,                0.50378,                0.92405,                0.85492,                0.55237,                 0.9321,              0.0048025,              0.0048025,              0.0048025
                    528,                0.83835,                0.63707,                0.97468,                 1.0581,                0.77237,                0.99326,                0.73499,                0.70865,                 0.7863,                0.62004,                0.71317,                 0.5032,                0.92386,                0.85471,                0.55138,                0.93183,              0.0047926,              0.0047926,              0.0047926
                    529,                 0.8361,                0.63562,                0.97262,                 1.0579,                0.77897,                0.99236,                 0.7352,                0.70984,                 0.7869,                0.62054,                0.71287,                 0.5028,                0.92368,                0.85415,                0.55122,                0.93159,              0.0047827,              0.0047827,              0.0047827
                    530,                0.83603,                 0.6372,                0.97549,                 1.0526,                0.77683,                 0.9961,                0.73491,                0.71183,                 0.7876,                0.62242,                0.71262,                0.50228,                 0.9235,                0.85418,                0.55008,                0.93172,              0.0047728,              0.0047728,              0.0047728
                    531,                0.84199,                 0.6415,                0.97675,                 1.0593,                0.77971,                0.99513,                0.73974,                0.70939,                0.78815,                0.62289,                0.71233,                0.50182,                0.92336,                0.85396,                0.54918,                0.93164,              0.0047629,              0.0047629,              0.0047629
                    532,                0.83485,                 0.6367,                0.97576,                 1.0507,                0.76899,                0.99485,                0.73801,                0.70988,                0.78902,                0.62354,                0.71198,                0.50133,                0.92315,                0.85334,                0.54896,                0.93136,               0.004753,               0.004753,               0.004753
                    533,                0.83619,                0.63561,                0.97614,                 1.0518,                 0.7716,                0.99394,                0.73893,                0.70909,                0.78862,                0.62366,                0.71167,                0.50083,                0.92296,                0.85304,                0.54878,                0.93119,              0.0047431,              0.0047431,              0.0047431
                    534,                0.82792,                0.62869,                0.97292,                 1.0444,                0.76516,                0.99319,                0.73994,                0.70841,                0.78889,                0.62418,                0.71147,                0.50041,                 0.9228,                0.85304,                0.54794,                0.93128,              0.0047332,              0.0047332,              0.0047332
                    535,                 0.8351,                0.63367,                0.97378,                 1.0555,                0.76824,                0.99335,                 0.7397,                0.70967,                0.78907,                0.62427,                0.71113,                0.49981,                0.92261,                 0.8528,                 0.5467,                0.93111,              0.0047233,              0.0047233,              0.0047233
                    536,                0.83745,                0.63658,                  0.975,                 1.0549,                0.77311,                0.99362,                0.73434,                0.71387,                0.78951,                0.62394,                0.71086,                0.49927,                0.92242,                0.85232,                0.54655,                0.93082,              0.0047134,              0.0047134,              0.0047134
                    537,                0.83608,                0.63434,                0.97365,                 1.0499,                0.77038,                0.99297,                0.73683,                0.71104,                0.78203,                0.61743,                0.71058,                 0.4987,                0.92228,                0.85199,                0.54658,                0.93072,              0.0047035,              0.0047035,              0.0047035
                    538,                 0.8322,                0.63328,                0.97158,                 1.0471,                0.76318,                0.99024,                0.73584,                0.71231,                0.77829,                0.61443,                0.71032,                0.49816,                0.92209,                0.85142,                0.54601,                 0.9303,              0.0046936,              0.0046936,              0.0046936
                    539,                0.83128,                 0.6311,                0.97136,                 1.0488,                0.76513,                0.99075,                0.73404,                0.70829,                0.77836,                0.61421,                0.71007,                 0.4977,                0.92193,                0.85124,                0.54507,                0.93012,              0.0046837,              0.0046837,              0.0046837
                    540,                0.84095,                0.63677,                0.97433,                 1.0586,                0.77039,                0.99333,                 0.7425,                 0.7025,                0.77962,                0.61574,                0.70982,                 0.4973,                0.92174,                0.85116,                0.54427,                0.93002,              0.0046738,              0.0046738,              0.0046738
                    541,                0.83427,                0.63465,                0.97371,                 1.0525,                0.77293,                0.99177,                0.74209,                0.70269,                0.77988,                0.61705,                 0.7096,                0.49687,                0.92157,                0.85087,                0.54369,                0.92965,              0.0046639,              0.0046639,              0.0046639
                    542,                0.83007,                0.62799,                0.97195,                 1.0505,                0.76419,                0.98948,                0.74805,                0.69729,                0.78109,                0.61746,                0.70937,                0.49654,                0.92141,                0.85068,                  0.543,                0.92966,               0.004654,               0.004654,               0.004654
                    543,                0.83038,                 0.6303,                0.97125,                 1.0447,                 0.7583,                0.98963,                 0.7489,                0.69631,                0.78267,                0.61872,                0.70903,                0.49603,                 0.9212,                0.85014,                0.54252,                0.92917,              0.0046441,              0.0046441,              0.0046441
                    544,                0.83407,                0.63599,                0.97194,                  1.053,                0.77199,                0.98988,                 0.7481,                0.69549,                0.78508,                 0.6212,                0.70868,                0.49564,                  0.921,                0.84969,                0.54213,                0.92894,              0.0046342,              0.0046342,              0.0046342
                    545,                0.83091,                0.62809,                 0.9741,                 1.0457,                0.76478,                0.99372,                0.74983,                0.69717,                0.78848,                0.62299,                0.70843,                0.49512,                0.92085,                0.84917,                0.54184,                0.92877,              0.0046243,              0.0046243,              0.0046243
                    546,                0.83241,                0.63183,                0.97214,                 1.0498,                0.76746,                0.99154,                0.74832,                0.69876,                 0.7932,                0.62701,                0.70814,                0.49464,                0.92068,                0.84886,                0.54082,                0.92858,              0.0046144,              0.0046144,              0.0046144
                    547,                0.83098,                0.62499,                0.96907,                 1.0519,                0.75564,                0.98846,                0.74624,                0.69864,                0.79451,                0.62795,                0.70784,                0.49423,                0.92049,                0.84826,                0.54018,                0.92827,              0.0046045,              0.0046045,              0.0046045
                    548,                0.83146,                0.62976,                0.97273,                 1.0512,                0.76447,                0.99247,                0.74406,                0.69965,                0.79467,                0.62804,                0.70764,                0.49382,                0.92032,                0.84821,                 0.5394,                 0.9281,              0.0045946,              0.0045946,              0.0045946
                    549,                0.83645,                0.63323,                0.97232,                  1.052,                  0.766,                0.98992,                0.74337,                0.69726,                0.79487,                 0.6297,                0.70733,                0.49346,                0.92014,                0.84789,                0.53846,                0.92793,              0.0045847,              0.0045847,              0.0045847
                    550,                0.82837,                0.62497,                0.96963,                 1.0462,                0.76004,                0.98788,                0.74442,                 0.6921,                0.79571,                0.63105,                0.70703,                0.49286,                0.91995,                0.84746,                 0.5386,                0.92788,              0.0045748,              0.0045748,              0.0045748
                    551,                0.83268,                 0.6247,                0.96959,                 1.0482,                0.75782,                 0.9892,                 0.7448,                0.69761,                  0.796,                0.63132,                0.70671,                0.49236,                0.91975,                0.84723,                0.53803,                0.92759,              0.0045649,              0.0045649,              0.0045649
                    552,                0.83051,                0.63134,                0.97314,                 1.0499,                 0.7682,                0.99187,                0.74563,                0.69703,                0.79599,                0.63137,                0.70636,                0.49188,                0.91955,                0.84687,                 0.5375,                0.92742,               0.004555,               0.004555,               0.004555
                    553,                0.83151,                0.62586,                0.96883,                 1.0505,                0.75822,                0.98775,                0.73042,                 0.7214,                0.79639,                0.63165,                0.70608,                0.49139,                0.91935,                0.84669,                0.53684,                0.92729,              0.0045451,              0.0045451,              0.0045451
                    554,                0.82761,                0.62395,                0.96977,                 1.0438,                0.75302,                0.98734,                0.74538,                 0.6962,                 0.7973,                0.63234,                0.70584,                0.49104,                0.91918,                0.84646,                0.53636,                0.92727,              0.0045352,              0.0045352,              0.0045352
                    555,                0.83126,                0.62745,                 0.9732,                 1.0474,                0.75946,                0.99235,                0.75803,                0.69221,                0.79853,                 0.6333,                0.70549,                0.49048,                  0.919,                0.84631,                0.53573,                 0.9272,              0.0045253,              0.0045253,              0.0045253
                    556,                 0.8336,                0.62696,                0.97025,                 1.0527,                0.76253,                0.98936,                0.76302,                0.69319,                0.79891,                0.63296,                0.70515,                0.48995,                0.91879,                0.84567,                0.53477,                0.92678,              0.0045154,              0.0045154,              0.0045154
                    557,                0.83009,                0.62937,                0.97074,                 1.0492,                 0.7639,                0.99003,                0.76332,                0.69315,                0.79986,                0.63411,                0.70494,                0.48953,                0.91863,                0.84529,                 0.5344,                0.92651,              0.0045055,              0.0045055,              0.0045055
                    558,                0.82751,                0.62069,                0.96881,                 1.0459,                0.75109,                0.98864,                0.76613,                0.69148,                0.80033,                0.63496,                0.70458,                  0.489,                0.91843,                0.84481,                0.53387,                0.92628,              0.0044956,              0.0044956,              0.0044956
                    559,                0.82624,                0.62495,                 0.9695,                 1.0415,                0.75415,                0.98856,                0.76504,                0.69363,                0.80107,                0.63579,                0.70429,                0.48847,                0.91824,                0.84454,                0.53305,                0.92614,              0.0044857,              0.0044857,              0.0044857
                    560,                0.82613,                0.62521,                0.97028,                 1.0393,                 0.7565,                 0.9879,                 0.7251,                0.72649,                0.79977,                0.63441,                0.70406,                0.48808,                0.91806,                0.84408,                0.53262,                0.92597,              0.0044758,              0.0044758,              0.0044758
                    561,                0.82383,                0.62154,                0.97004,                 1.0388,                0.75546,                0.98772,                0.73516,                0.72578,                0.80183,                0.63569,                0.70377,                 0.4876,                0.91788,                0.84384,                0.53165,                0.92589,              0.0044659,              0.0044659,              0.0044659
                    562,                0.83053,                0.62542,                0.97042,                 1.0467,                 0.7562,                0.98905,                0.73461,                0.72574,                0.80057,                0.63546,                0.70347,                0.48707,                0.91768,                0.84344,                0.53072,                0.92562,               0.004456,               0.004456,               0.004456
                    563,                0.82768,                0.62202,                0.96861,                 1.0425,                0.75058,                0.98683,                0.73539,                0.72649,                0.80134,                0.63583,                0.70323,                0.48664,                0.91749,                0.84311,                0.52995,                 0.9254,              0.0044461,              0.0044461,              0.0044461
                    564,                0.82681,                0.62027,                0.96803,                 1.0444,                0.74904,                0.98636,                0.73961,                0.72316,                0.80247,                0.63637,                0.70299,                0.48628,                 0.9173,                0.84307,                0.52921,                0.92543,              0.0044362,              0.0044362,              0.0044362
                    565,                0.82507,                0.61778,                0.96659,                 1.0412,                0.75045,                0.98529,                0.74394,                0.71879,                0.80427,                0.63762,                0.70265,                0.48586,                0.91709,                0.84278,                0.52794,                0.92525,              0.0044263,              0.0044263,              0.0044263
                    566,                0.82429,                0.62115,                0.96754,                 1.0407,                0.75029,                0.98508,                0.74292,                0.72072,                0.80314,                0.63773,                0.70247,                0.48543,                0.91692,                0.84231,                0.52803,                0.92507,              0.0044164,              0.0044164,              0.0044164
                    567,                0.82245,                0.62042,                0.96822,                 1.0335,                0.74763,                0.98636,                0.74335,                0.71732,                0.80308,                0.63956,                0.70216,                0.48488,                0.91672,                0.84201,                0.52718,                0.92469,              0.0044065,              0.0044065,              0.0044065
                    568,                0.82206,                 0.6208,                0.96833,                  1.036,                0.75143,                0.98694,                0.74554,                0.72069,                0.80442,                 0.6405,                0.70188,                0.48433,                0.91658,                0.84162,                0.52663,                0.92442,              0.0043966,              0.0043966,              0.0043966
                    569,                 0.8249,                0.62212,                0.96721,                 1.0408,                0.75713,                0.98487,                0.75333,                0.71849,                0.80606,                0.64173,                 0.7015,                0.48378,                0.91637,                0.84115,                 0.5269,                0.92419,              0.0043867,              0.0043867,              0.0043867
                    570,                 0.8257,                0.62199,                0.97002,                  1.043,                0.75686,                0.98655,                0.75365,                0.71919,                0.80605,                0.64133,                0.70122,                0.48337,                0.91619,                0.84062,                0.52678,                0.92389,              0.0043768,              0.0043768,              0.0043768
                    571,                 0.8259,                0.62246,                0.96926,                 1.0432,                0.75875,                0.98738,                0.75425,                0.71969,                0.80628,                0.64157,                0.70098,                0.48306,                0.91601,                0.83998,                0.52655,                0.92357,              0.0043669,              0.0043669,              0.0043669
                    572,                0.82087,                0.61677,                 0.9664,                 1.0356,                0.75251,                0.98431,                0.75428,                0.72138,                0.80581,                0.64124,                0.70064,                0.48266,                0.91584,                 0.8397,                0.52602,                0.92344,               0.004357,               0.004357,               0.004357
                    573,                0.82492,                0.62334,                  0.969,                 1.0407,                0.75173,                0.98909,                0.75401,                0.72223,                 0.8057,                0.64127,                0.70034,                0.48232,                0.91566,                0.83956,                0.52549,                0.92356,              0.0043471,              0.0043471,              0.0043471
                    574,                 0.8252,                0.62039,                0.96833,                 1.0404,                0.75525,                0.98642,                0.75199,                0.72607,                0.80619,                0.64162,                0.70011,                0.48188,                0.91552,                0.83921,                0.52462,                0.92341,              0.0043372,              0.0043372,              0.0043372
                    575,                0.82477,                0.62193,                0.96836,                 1.0427,                0.75797,                0.98558,                0.75522,                0.72594,                0.80668,                  0.642,                0.69983,                0.48145,                0.91535,                0.83895,                0.52399,                 0.9232,              0.0043273,              0.0043273,              0.0043273
                    576,                0.82432,                0.61671,                0.96556,                 1.0394,                0.74974,                0.98386,                0.75215,                0.72765,                 0.8066,                0.64325,                0.69956,                0.48114,                 0.9152,                0.83864,                0.52304,                0.92316,              0.0043174,              0.0043174,              0.0043174
                    577,                0.82656,                0.62018,                0.96797,                 1.0455,                0.75142,                0.98712,                0.75873,                0.73022,                0.80842,                0.64398,                0.69929,                0.48073,                0.91504,                0.83835,                0.52242,                0.92292,              0.0043075,              0.0043075,              0.0043075
                    578,                0.82474,                0.61932,                0.96594,                 1.0415,                0.75011,                0.98513,                  0.757,                0.73269,                0.80857,                0.64534,                0.69895,                0.48029,                0.91487,                0.83816,                0.52231,                0.92274,              0.0042976,              0.0042976,              0.0042976
                    579,                0.82071,                0.61723,                0.96617,                 1.0391,                0.74902,                0.98626,                 0.7598,                0.73033,                0.80869,                0.64518,                0.69871,                0.48003,                0.91471,                0.83778,                0.52196,                0.92262,              0.0042877,              0.0042877,              0.0042877
                    580,                 0.8216,                0.61687,                0.96711,                 1.0363,                0.74624,                0.98615,                0.76007,                0.73089,                0.80867,                 0.6444,                0.69841,                0.47961,                0.91454,                0.83754,                0.52127,                 0.9225,              0.0042778,              0.0042778,              0.0042778
                    581,                0.82298,                0.62015,                0.96635,                 1.0372,                0.74678,                0.98356,                0.75761,                0.73466,                 0.8093,                0.64546,                0.69802,                0.47909,                0.91435,                 0.8374,                 0.5206,                0.92238,              0.0042679,              0.0042679,              0.0042679
                    582,                0.82663,                0.61792,                0.96728,                 1.0453,                0.74392,                0.98527,                0.76154,                0.73254,                0.80937,                0.64586,                0.69779,                0.47875,                0.91424,                0.83724,                0.51949,                0.92229,               0.004258,               0.004258,               0.004258
                    583,                0.82052,                0.61675,                0.96552,                 1.0361,                0.74206,                0.98349,                0.76374,                0.73376,                0.81025,                0.64654,                0.69752,                 0.4784,                0.91403,                0.83714,                0.51832,                0.92228,              0.0042481,              0.0042481,              0.0042481
                    584,                0.81878,                 0.6143,                0.96527,                 1.0353,                0.74414,                0.98364,                0.76337,                0.73294,                0.81008,                0.64679,                0.69727,                0.47801,                0.91391,                0.83692,                0.51766,                0.92204,              0.0042382,              0.0042382,              0.0042382
                    585,                0.81998,                0.61839,                0.96758,                 1.0357,                0.74984,                0.98698,                0.76521,                0.73368,                0.81176,                0.64791,                0.69701,                 0.4776,                0.91377,                0.83662,                0.51704,                0.92182,              0.0042283,              0.0042283,              0.0042283
                    586,                 0.8192,                 0.6141,                0.96542,                 1.0347,                0.74183,                0.98412,                0.76384,                0.73441,                0.81153,                0.64786,                0.69687,                0.47734,                0.91361,                 0.8363,                0.51665,                0.92155,              0.0042184,              0.0042184,              0.0042184
                    587,                0.81982,                0.61485,                0.96673,                 1.0351,                0.74173,                0.98296,                0.76538,                0.73414,                0.81136,                 0.6477,                0.69664,                0.47699,                0.91346,                0.83592,                0.51612,                0.92139,              0.0042085,              0.0042085,              0.0042085
                    588,                0.81695,                0.61649,                0.96259,                 1.0314,                 0.7456,                0.98107,                 0.7645,                0.73563,                 0.8114,                0.64764,                0.69632,                0.47644,                0.91324,                 0.8355,                0.51524,                0.92125,              0.0041986,              0.0041986,              0.0041986
                    589,                0.82345,                0.61891,                0.96502,                 1.0398,                0.75075,                0.98438,                0.76315,                0.73643,                0.81153,                0.64616,                0.69604,                0.47593,                0.91308,                0.83527,                0.51447,                0.92107,              0.0041887,              0.0041887,              0.0041887
                    590,                0.81922,                0.61277,                0.96581,                 1.0322,                0.74042,                0.98425,                0.76584,                0.73608,                 0.8116,                0.64816,                0.69592,                 0.4755,                  0.913,                0.83493,                0.51431,                0.92086,              0.0041788,              0.0041788,              0.0041788
                    591,                 0.8204,                0.61559,                0.96507,                 1.0345,                0.74323,                0.98198,                 0.7678,                0.73424,                0.81169,                0.64834,                0.69559,                0.47511,                 0.9128,                0.83446,                0.51377,                0.92069,              0.0041689,              0.0041689,              0.0041689
                    592,                0.82028,                0.61385,                0.96659,                 1.0376,                0.74435,                 0.9852,                0.76332,                0.73881,                  0.813,                0.64928,                 0.6953,                0.47476,                0.91265,                0.83408,                0.51345,                0.92029,               0.004159,               0.004159,               0.004159
                    593,                0.81606,                0.61258,                 0.9656,                 1.0295,                0.73679,                0.98372,                0.76399,                0.73963,                0.81399,                0.64875,                 0.6949,                0.47429,                0.91245,                0.83381,                0.51291,                0.92021,              0.0041491,              0.0041491,              0.0041491
                    594,                0.81898,                0.61368,                0.96465,                 1.0332,                0.74187,                0.98227,                0.77296,                0.73343,                0.81401,                0.64873,                0.69456,                0.47392,                0.91227,                0.83344,                0.51257,                0.92008,              0.0041392,              0.0041392,              0.0041392
